Cultivo;Campagna;Provincia;Departamento;"Sup. Sembrada";"Sup. Cosechada";Produccion;Rendimiento
Trigo;1993/94;"LA PAMPA";TRENEL;26.000;24.700;46.900;1.899
Trigo;1994/95;"LA PAMPA";TRENEL;12.000;11.300;15.800;1.398
Trigo;1995/96;"LA PAMPA";TRENEL;13.800;13.200;18.500;1.402
Trigo;1996/97;"LA PAMPA";TRENEL;17.130;15.430;15.430;1.000
Trigo;1997/98;"LA PAMPA";TRENEL;17.100;16.700;40.100;2.401
Trigo;1998/99;"LA PAMPA";TRENEL;14.500;14.100;30.000;2.128
Trigo;1999/00;"LA PAMPA";TRENEL;6.400;6.300;13.400;2.127
Trigo;2000/01;"LA PAMPA";TRENEL;5.800;5.700;13.110;2.300
Trigo;2001/02;"LA PAMPA";TRENEL;9.100;7.600;14.100;1.855
Trigo;2002/03;"LA PAMPA";TRENEL;8.000;7.800;15.200;1.949
Trigo;2003/04;"LA PAMPA";TRENEL;6.800;5.750;5.800;1.009
Trigo;2004/05;"LA PAMPA";TRENEL;12.100;11.400;26.220;2.300
Trigo;2005/06;"LA PAMPA";TRENEL;10.100;9.100;12.740;1.400
Trigo;2006/07;"LA PAMPA";TRENEL;6.000;5.800;8.200;1.414
Trigo;2007/08;"LA PAMPA";TRENEL;15.700;15.400;46.200;3.000
Trigo;2008/09;"LA PAMPA";TRENEL;13.800;11.700;9.360;800
Trigo;2009/10;"LA PAMPA";TRENEL;4.800;4.420;3.330;753
Trigo;2010/11;"LA PAMPA";TRENEL;4.200;4.100;9.315;2.272
Trigo;2011/12;"LA PAMPA";TRENEL;15.100;13.600;36.720;2.700
Trigo;2012/13;"LA PAMPA";TRENEL;13.500;13.100;37.990;2.900
Trigo;2013/14;"LA PAMPA";TRENEL;17.600;16.700;25.050;1.500
Trigo;2014/15;"LA PAMPA";TRENEL;26.000;24.100;62.660;2.600
Trigo;2015/16;"LA PAMPA";TRENEL;21.700;20.600;45.320;2.200
Trigo;2016/17;"LA PAMPA";TRENEL;22.500;20.220;70.770;3.500
Trigo;2017/18;"LA PAMPA";TRENEL;19.260;18.660;50.382;2.700
Trigo;1980/81;"LA PAMPA";UTRACAN;23.000;11.500;6.800;591
Trigo;1981/82;"LA PAMPA";UTRACAN;24.600;18.500;13.000;703
Trigo;1982/83;"LA PAMPA";UTRACAN;30.000;29.100;42.195;1.450
Trigo;1983/84;"LA PAMPA";UTRACAN;28.000;25.200;25.200;1.000
Trigo;1984/85;"LA PAMPA";UTRACAN;25.000;24.500;44.100;1.800
Trigo;1985/86;"LA PAMPA";UTRACAN;21.000;19.950;23.940;1.200
Trigo;1986/87;"LA PAMPA";UTRACAN;18.500;16.150;15.000;929
Trigo;1987/88;"LA PAMPA";UTRACAN;20.500;20.000;32.400;1.620
Trigo;1988/89;"LA PAMPA";UTRACAN;10.500;10.000;11.000;1.100
Trigo;1989/90;"LA PAMPA";UTRACAN;17.000;16.000;24.000;1.500
Trigo;1990/91;"LA PAMPA";UTRACAN;34.000;26.000;20.800;800
Trigo;1991/92;"LA PAMPA";UTRACAN;8.000;8.000;14.400;1.800
Trigo;1992/93;"LA PAMPA";UTRACAN;8.100;5.200;6.300;1.212
Trigo;1993/94;"LA PAMPA";UTRACAN;8.000;7.700;8.500;1.104
Trigo;1994/95;"LA PAMPA";UTRACAN;15.000;14.000;12.600;900
Trigo;1995/96;"LA PAMPA";UTRACAN;10.000;9.500;8.000;842
Trigo;1996/97;"LA PAMPA";UTRACAN;14.000;12.500;13.800;1.104
Trigo;1997/98;"LA PAMPA";UTRACAN;12.000;11.950;26.400;2.209
Trigo;1998/99;"LA PAMPA";UTRACAN;11.000;9.500;7.600;800
Trigo;1999/00;"LA PAMPA";UTRACAN;9.000;8.200;13.500;1.646
Trigo;2000/01;"LA PAMPA";UTRACAN;11.000;10.800;20.600;1.907
Trigo;2001/02;"LA PAMPA";UTRACAN;12.000;12.000;21.600;1.800
Trigo;2002/03;"LA PAMPA";UTRACAN;10.000;9.800;18.620;1.900
Trigo;2003/04;"LA PAMPA";UTRACAN;8.000;6.300;6.300;1.000
Trigo;2004/05;"LA PAMPA";UTRACAN;15.000;15.000;27.000;1.800
Trigo;2005/06;"LA PAMPA";UTRACAN;10.000;7.800;7.800;1.000
Trigo;2006/07;"LA PAMPA";UTRACAN;6.700;6.000;5.400;900
Trigo;2007/08;"LA PAMPA";UTRACAN;12.000;12.000;26.400;2.200
Trigo;2008/09;"LA PAMPA";UTRACAN;15.000;13.000;10.400;800
Trigo;2009/10;"LA PAMPA";UTRACAN;8.170;6.280;6.180;984
Trigo;2010/11;"LA PAMPA";UTRACAN;7.000;7.000;13.010;1.859
Trigo;2011/12;"LA PAMPA";UTRACAN;8.000;8.000;16.800;2.100
Trigo;2012/13;"LA PAMPA";UTRACAN;7.400;7.400;15.540;2.100
Trigo;2013/14;"LA PAMPA";UTRACAN;8.000;8.000;12.000;1.500
Trigo;2014/15;"LA PAMPA";UTRACAN;7.000;6.500;13.650;2.100
Trigo;2015/16;"LA PAMPA";UTRACAN;16.500;15.850;30.120;1.900
Trigo;2016/17;"LA PAMPA";UTRACAN;18.000;16.170;30.723;1.900
Trigo;2017/18;"LA PAMPA";UTRACAN;10.590;10.590;16.944;1.600
Trigo;1980/81;NEUQUEN;ALUMINE;35;35;28;800
Trigo;1981/82;NEUQUEN;ALUMINE;10;10;6;600
Trigo;1982/83;NEUQUEN;ALUMINE;10;10;8;800
Trigo;1980/81;NEUQUEN;"CHOS  MALAL";90;70;45;643
Trigo;1981/82;NEUQUEN;"CHOS  MALAL";60;60;30;500
Trigo;1982/83;NEUQUEN;"CHOS  MALAL";80;60;45;750
Trigo;1983/84;NEUQUEN;"CHOS  MALAL";60;60;51;850
Trigo;1984/85;NEUQUEN;"CHOS  MALAL";30;25;20;800
Trigo;1985/86;NEUQUEN;"CHOS  MALAL";40;40;40;1.000
Trigo;1986/87;NEUQUEN;"CHOS  MALAL";30;0;0;0
Trigo;1987/88;NEUQUEN;"CHOS  MALAL";35;35;40;1.143
Trigo;1988/89;NEUQUEN;"CHOS  MALAL";45;37;33;892
Trigo;1989/90;NEUQUEN;"CHOS  MALAL";45;35;35;1.000
Trigo;1980/81;NEUQUEN;"COLLON CURA";30;30;24;800
Trigo;1981/82;NEUQUEN;"COLLON CURA";30;30;10;333
Trigo;1982/83;NEUQUEN;"COLLON CURA";25;18;13;722
Trigo;1983/84;NEUQUEN;"COLLON CURA";10;10;9;900
Trigo;1981/82;NEUQUEN;HUILICHES;20;20;10;500
Trigo;1982/83;NEUQUEN;HUILICHES;36;36;27;750
Trigo;1983/84;NEUQUEN;HUILICHES;10;10;9;900
Trigo;1980/81;NEUQUEN;LONCOPUE;25;25;20;800
Trigo;1981/82;NEUQUEN;LONCOPUE;20;20;10;500
Trigo;1982/83;NEUQUEN;LONCOPUE;25;24;17;708
Trigo;1983/84;NEUQUEN;LONCOPUE;15;15;12;800
Trigo;1980/81;NEUQUEN;MINAS;150;110;66;600
Trigo;1981/82;NEUQUEN;MINAS;100;100;45;450
Trigo;1982/83;NEUQUEN;MINAS;74;48;37;771
Trigo;1983/84;NEUQUEN;MINAS;60;60;51;850
Trigo;1984/85;NEUQUEN;MINAS;25;20;16;800
Trigo;1985/86;NEUQUEN;MINAS;35;35;34;971
Trigo;1986/87;NEUQUEN;MINAS;40;0;0;0
Trigo;1987/88;NEUQUEN;MINAS;30;30;30;1.000
Trigo;1988/89;NEUQUEN;MINAS;35;30;25;833
Trigo;1989/90;NEUQUEN;MINAS;40;30;30;1.000
Trigo;1980/81;NEUQUEN;NORQUIN;100;80;52;650
Trigo;1981/82;NEUQUEN;NORQUIN;50;50;30;600
Trigo;1982/83;NEUQUEN;NORQUIN;50;37;23;622
Trigo;1983/84;NEUQUEN;NORQUIN;30;30;24;800
Trigo;1984/85;NEUQUEN;NORQUIN;20;15;11;733
Trigo;1985/86;NEUQUEN;NORQUIN;25;25;21;840
Trigo;1986/87;NEUQUEN;NORQUIN;30;0;0;0
Trigo;1987/88;NEUQUEN;NORQUIN;20;20;20;1.000
Trigo;1988/89;NEUQUEN;NORQUIN;30;25;22;880
Trigo;1989/90;NEUQUEN;NORQUIN;25;17;15;882
Trigo;1980/81;NEUQUEN;PEHUENCHES;78;68;41;603
Trigo;1981/82;NEUQUEN;PEHUENCHES;50;50;23;460
Trigo;1982/83;NEUQUEN;PEHUENCHES;50;49;30;612
Trigo;1983/84;NEUQUEN;PEHUENCHES;30;30;22;733
Trigo;1984/85;NEUQUEN;PEHUENCHES;10;7;5;714
Trigo;1987/88;NEUQUEN;PEHUENCHES;60;60;70;1.167
Trigo;1980/81;NEUQUEN;"PICUN LEUFU";35;35;28;800
Trigo;1982/83;NEUQUEN;"PICUN LEUFU";45;43;33;767
Trigo;1983/84;NEUQUEN;"PICUN LEUFU";80;80;72;900
Trigo;1984/85;NEUQUEN;"PICUN LEUFU";50;40;32;800
Trigo;1985/86;NEUQUEN;"PICUN LEUFU";70;70;70;1.000
Trigo;1986/87;NEUQUEN;"PICUN LEUFU";90;65;65;1.000
Trigo;1988/89;NEUQUEN;"PICUN LEUFU";90;73;70;959
Trigo;1989/90;NEUQUEN;"PICUN LEUFU";90;75;70;933
Trigo;1980/81;NEUQUEN;PICUNCHES;20;20;14;700
Trigo;1981/82;NEUQUEN;PICUNCHES;30;30;18;600
Trigo;1980/81;NEUQUEN;ZAPALA;67;67;42;627
Trigo;1981/82;NEUQUEN;ZAPALA;30;30;18;600
Trigo;1982/83;NEUQUEN;ZAPALA;35;25;17;680
Trigo;1983/84;NEUQUEN;ZAPALA;25;25;20;800
Trigo;1984/85;NEUQUEN;ZAPALA;10;8;6;750
Trigo;1980/81;"RIO NEGRO";"ADOLFO ALSINA";12.300;5.350;2.773;518
Trigo;1981/82;"RIO NEGRO";"ADOLFO ALSINA";12.100;12.100;10.480;866
Trigo;1982/83;"RIO NEGRO";"ADOLFO ALSINA";2.200;2.030;4.854;2.391
Trigo;1983/84;"RIO NEGRO";"ADOLFO ALSINA";2.500;2.500;7.640;3.056
Trigo;1984/85;"RIO NEGRO";"ADOLFO ALSINA";310;310;1.023;3.300
Trigo;1985/86;"RIO NEGRO";"ADOLFO ALSINA";350;350;1.195;3.414
Trigo;1986/87;"RIO NEGRO";"ADOLFO ALSINA";255;180;560;3.111
Trigo;1987/88;"RIO NEGRO";"ADOLFO ALSINA";150;130;400;3.077
Trigo;1988/89;"RIO NEGRO";"ADOLFO ALSINA";150;140;434;3.100
Trigo;1989/90;"RIO NEGRO";"ADOLFO ALSINA";180;165;500;3.030
Trigo;1980/81;"RIO NEGRO";AVELLANEDA;400;200;160;800
Trigo;1981/82;"RIO NEGRO";AVELLANEDA;400;400;320;800
Trigo;1982/83;"RIO NEGRO";AVELLANEDA;300;300;750;2.500
Trigo;1983/84;"RIO NEGRO";AVELLANEDA;360;360;1.096;3.044
Trigo;1984/85;"RIO NEGRO";AVELLANEDA;230;230;823;3.578
Trigo;1985/86;"RIO NEGRO";AVELLANEDA;250;250;850;3.400
Trigo;1986/87;"RIO NEGRO";AVELLANEDA;315;250;800;3.200
Trigo;1987/88;"RIO NEGRO";AVELLANEDA;240;225;600;2.667
Trigo;1988/89;"RIO NEGRO";AVELLANEDA;220;205;614;2.995
Trigo;1989/90;"RIO NEGRO";AVELLANEDA;270;230;560;2.435
Trigo;1980/81;"RIO NEGRO";BARILOCHE;300;300;500;1.667
Trigo;1981/82;"RIO NEGRO";BARILOCHE;300;300;240;800
Trigo;1982/83;"RIO NEGRO";BARILOCHE;60;50;75;1.500
Trigo;1983/84;"RIO NEGRO";BARILOCHE;40;40;64;1.600
Trigo;1984/85;"RIO NEGRO";BARILOCHE;30;30;54;1.800
Trigo;1985/86;"RIO NEGRO";BARILOCHE;30;30;60;2.000
Trigo;1986/87;"RIO NEGRO";BARILOCHE;40;25;40;1.600
Trigo;1987/88;"RIO NEGRO";BARILOCHE;25;20;40;2.000
Trigo;1988/89;"RIO NEGRO";BARILOCHE;30;25;52;2.080
Trigo;1989/90;"RIO NEGRO";BARILOCHE;50;22;40;1.818
Trigo;1980/81;"RIO NEGRO";CONESA;500;150;117;780
Trigo;1981/82;"RIO NEGRO";CONESA;500;500;400;800
Trigo;1982/83;"RIO NEGRO";CONESA;10;10;10;1.000
Trigo;1980/81;"RIO NEGRO";"PICHI MAHUIDA";700;200;150;750
Trigo;1981/82;"RIO NEGRO";"PICHI MAHUIDA";700;700;560;800
Trigo;1982/83;"RIO NEGRO";"PICHI MAHUIDA";30;10;11;1.100
Trigo;1980/81;SALTA;ANTA;600;500;1.250;2.500
Trigo;1981/82;SALTA;ANTA;700;700;1.200;1.714
Trigo;1982/83;SALTA;ANTA;2.030;2.030;5.090;2.507
Trigo;1983/84;SALTA;ANTA;2.700;2.630;6.100;2.319
Trigo;1984/85;SALTA;ANTA;3.200;3.000;7.258;2.419
Trigo;1985/86;SALTA;ANTA;5.650;5.300;11.588;2.186
Trigo;1986/87;SALTA;ANTA;3.000;1.500;3.350;2.233
Trigo;1987/88;SALTA;ANTA;2.000;1.000;1.170;1.170
Trigo;1988/89;SALTA;ANTA;3.000;3.000;5.400;1.800
Trigo;1989/90;SALTA;ANTA;4.500;4.000;7.700;1.925
Trigo;1990/91;SALTA;ANTA;2.000;2.000;3.300;1.650
Trigo;1991/92;SALTA;ANTA;3.200;3.200;7.000;2.188
Trigo;1992/93;SALTA;ANTA;11.200;11.000;9.900;900
Trigo;1993/94;SALTA;ANTA;5.400;4.000;4.400;1.100
Trigo;1994/95;SALTA;ANTA;4.200;2.400;2.500;1.042
Trigo;1995/96;SALTA;ANTA;11.200;11.200;16.800;1.500
Trigo;1996/97;SALTA;ANTA;20.000;19.400;39.800;2.052
Trigo;1997/98;SALTA;ANTA;19.000;19.000;39.900;2.100
Trigo;1998/99;SALTA;ANTA;9.500;9.500;26.800;2.821
Trigo;2000/01;SALTA;ANTA;40.000;36.000;50.400;1.400
Trigo;2001/02;SALTA;ANTA;68.400;66.400;106.240;1.600
Trigo;2002/03;SALTA;ANTA;81.000;80.000;84.000;1.050
Trigo;2003/04;SALTA;ANTA;75.000;67.500;87.750;1.300
Trigo;2004/05;SALTA;ANTA;92.000;87.500;105.000;1.200
Trigo;2005/06;SALTA;ANTA;66.000;56.000;42.000;750
Trigo;2006/07;SALTA;ANTA;85.000;85.000;136.000;1.600
Trigo;2007/08;SALTA;ANTA;87.000;87.000;130.500;1.500
Trigo;2008/09;SALTA;ANTA;110.000;110.000;165.000;1.500
Trigo;2009/10;SALTA;ANTA;94.500;80.700;88.770;1.100
Trigo;2010/11;SALTA;ANTA;122.000;119.060;166.680;1.400
Trigo;2011/12;SALTA;ANTA;122.000;119.560;155.430;1.300
Trigo;2012/13;SALTA;ANTA;126.029;122.549;104.170;850
Trigo;2013/14;SALTA;ANTA;11.120;10.452;25.080;2.400
Trigo;2014/15;SALTA;ANTA;17.800;5.800;9.860;1.700
Trigo;2015/16;SALTA;ANTA;57.834;50.834;81.330;1.600
Trigo;2016/17;SALTA;ANTA;44.900;29.620;50.354;1.700
Trigo;2017/18;SALTA;ANTA;71.600;66.200;79.440;1.200
Trigo;1985/86;SALTA;CACHI;80;80;72;900
Trigo;1986/87;SALTA;CACHI;50;50;45;900
Trigo;1987/88;SALTA;CACHI;30;30;27;900
Trigo;1988/89;SALTA;CACHI;30;30;30;1.000
Trigo;1989/90;SALTA;CACHI;50;50;40;800
Trigo;1998/99;SALTA;CACHI;0;0;0;0
Trigo;1998/99;SALTA;CAFAYATE;0;0;0;0
Trigo;1980/81;SALTA;CAPITAL;20;0;0;0
Trigo;1981/82;SALTA;CAPITAL;30;0;0;0
Trigo;1982/83;SALTA;CAPITAL;30;0;0;0
Trigo;1983/84;SALTA;CAPITAL;20;0;0;0
Trigo;1984/85;SALTA;CAPITAL;50;0;0;0
Trigo;1985/86;SALTA;CAPITAL;50;0;0;0
Trigo;1991/92;SALTA;CAPITAL;400;400;950;2.375
Trigo;1993/94;SALTA;CAPITAL;100;100;100;1.000
Trigo;1998/99;SALTA;CAPITAL;0;0;0;0
Trigo;2010/11;SALTA;CAPITAL;70;70;170;2.429
Trigo;2011/12;SALTA;CAPITAL;70;70;140;2.000
Trigo;2012/13;SALTA;CAPITAL;70;70;130;1.857
Trigo;2014/15;SALTA;CAPITAL;35;20;50;2.500
Trigo;2015/16;SALTA;CAPITAL;50;50;100;2.000
Trigo;2016/17;SALTA;CAPITAL;700;460;1.058;2.300
Trigo;2017/18;SALTA;CAPITAL;700;700;1.050;1.500
Trigo;1980/81;SALTA;CERRILLOS;150;100;150;1.500
Trigo;1981/82;SALTA;CERRILLOS;170;50;90;1.800
Trigo;1982/83;SALTA;CERRILLOS;170;120;216;1.800
Trigo;1983/84;SALTA;CERRILLOS;150;130;216;1.662
Trigo;1984/85;SALTA;CERRILLOS;150;90;162;1.800
Trigo;1985/86;SALTA;CERRILLOS;200;150;225;1.500
Trigo;1986/87;SALTA;CERRILLOS;100;100;180;1.800
Trigo;1987/88;SALTA;CERRILLOS;20;0;0;0
Trigo;1988/89;SALTA;CERRILLOS;20;20;30;1.500
Trigo;1989/90;SALTA;CERRILLOS;60;60;100;1.667
Trigo;1998/99;SALTA;CERRILLOS;0;0;0;0
Trigo;2000/01;SALTA;CERRILLOS;350;350;700;2.000
Trigo;2001/02;SALTA;CERRILLOS;500;500;700;1.400
Trigo;2002/03;SALTA;CERRILLOS;800;800;960;1.200
Trigo;2003/04;SALTA;CERRILLOS;800;800;1.600;2.000
Trigo;2004/05;SALTA;CERRILLOS;800;800;1.600;2.000
Trigo;2006/07;SALTA;CERRILLOS;2.500;2.500;4.250;1.700
Trigo;2007/08;SALTA;CERRILLOS;1.500;1.500;2.400;1.600
Trigo;2008/09;SALTA;CERRILLOS;1.500;1.500;3.000;2.000
Trigo;2009/10;SALTA;CERRILLOS;1.350;1.350;2.430;1.800
Trigo;2010/11;SALTA;CERRILLOS;700;700;1.540;2.200
Trigo;2011/12;SALTA;CERRILLOS;700;700;1.400;2.000
Trigo;2012/13;SALTA;CERRILLOS;490;490;980;2.000
Trigo;2013/14;SALTA;CERRILLOS;160;160;320;2.000
Trigo;2014/15;SALTA;CERRILLOS;230;130;310;2.385
Trigo;2015/16;SALTA;CERRILLOS;200;200;360;1.800
Trigo;2016/17;SALTA;CERRILLOS;300;190;418;2.200
Trigo;2017/18;SALTA;CERRILLOS;300;300;540;1.800
Trigo;1980/81;SALTA;CHICOANA;70;20;30;1.500
Trigo;1981/82;SALTA;CHICOANA;70;30;54;1.800
Trigo;1982/83;SALTA;CHICOANA;220;220;550;2.500
Trigo;1983/84;SALTA;CHICOANA;200;200;420;2.100
Trigo;1984/85;SALTA;CHICOANA;150;150;300;2.000
Trigo;1985/86;SALTA;CHICOANA;200;200;300;1.500
Trigo;1986/87;SALTA;CHICOANA;100;100;250;2.500
Trigo;1987/88;SALTA;CHICOANA;20;0;0;0
Trigo;1988/89;SALTA;CHICOANA;20;20;30;1.500
Trigo;1989/90;SALTA;CHICOANA;50;50;90;1.800
Trigo;1998/99;SALTA;CHICOANA;0;0;0;0
Trigo;2000/01;SALTA;CHICOANA;300;300;600;2.000
Trigo;2001/02;SALTA;CHICOANA;500;500;700;1.400
Trigo;2002/03;SALTA;CHICOANA;500;500;600;1.200
Trigo;2008/09;SALTA;CHICOANA;200;200;560;2.800
Trigo;2009/10;SALTA;CHICOANA;450;450;770;1.711
Trigo;2010/11;SALTA;CHICOANA;920;920;1.840;2.000
Trigo;2011/12;SALTA;CHICOANA;920;920;1.840;2.000
Trigo;2012/13;SALTA;CHICOANA;390;390;780;2.000
Trigo;2013/14;SALTA;CHICOANA;140;140;280;2.000
Trigo;2014/15;SALTA;CHICOANA;185;105;240;2.286
Trigo;2015/16;SALTA;CHICOANA;320;320;580;1.813
Trigo;2016/17;SALTA;CHICOANA;500;320;736;2.300
Trigo;2017/18;SALTA;CHICOANA;500;500;850;1.700
Trigo;1981/82;SALTA;"GENERAL GUEMES";130;130;260;2.000
Trigo;1982/83;SALTA;"GENERAL GUEMES";150;150;300;2.000
Trigo;1983/84;SALTA;"GENERAL GUEMES";140;140;300;2.143
Trigo;1984/85;SALTA;"GENERAL GUEMES";150;150;270;1.800
Trigo;1985/86;SALTA;"GENERAL GUEMES";320;320;720;2.250
Trigo;1986/87;SALTA;"GENERAL GUEMES";300;300;670;2.233
Trigo;1987/88;SALTA;"GENERAL GUEMES";100;60;70;1.167
Trigo;1990/91;SALTA;"GENERAL GUEMES";3.400;3.400;5.400;1.588
Trigo;1991/92;SALTA;"GENERAL GUEMES";400;400;1.000;2.500
Trigo;1992/93;SALTA;"GENERAL GUEMES";1.500;1.500;1.800;1.200
Trigo;1993/94;SALTA;"GENERAL GUEMES";200;100;100;1.000
Trigo;1997/98;SALTA;"GENERAL GUEMES";300;300;600;2.000
Trigo;1998/99;SALTA;"GENERAL GUEMES";400;400;400;1.000
Trigo;2000/01;SALTA;"GENERAL GUEMES";400;400;600;1.500
Trigo;2001/02;SALTA;"GENERAL GUEMES";2.000;2.000;1.800;900
Trigo;2002/03;SALTA;"GENERAL GUEMES";2.500;2.000;2.000;1.000
Trigo;2003/04;SALTA;"GENERAL GUEMES";1.000;500;500;1.000
Trigo;2004/05;SALTA;"GENERAL GUEMES";500;500;500;1.000
Trigo;2005/06;SALTA;"GENERAL GUEMES";500;500;1.000;2.000
Trigo;2006/07;SALTA;"GENERAL GUEMES";2.000;2.000;3.000;1.500
Trigo;2007/08;SALTA;"GENERAL GUEMES";2.000;2.000;3.000;1.500
Trigo;2008/09;SALTA;"GENERAL GUEMES";1.450;1.450;2.320;1.600
Trigo;2009/10;SALTA;"GENERAL GUEMES";950;950;1.520;1.600
Trigo;2010/11;SALTA;"GENERAL GUEMES";850;850;1.360;1.600
Trigo;2011/12;SALTA;"GENERAL GUEMES";850;850;2.040;2.400
Trigo;2012/13;SALTA;"GENERAL GUEMES";650;650;1.170;1.800
Trigo;2013/14;SALTA;"GENERAL GUEMES";180;180;290;1.611
Trigo;2014/15;SALTA;"GENERAL GUEMES";310;160;380;2.375
Trigo;2015/16;SALTA;"GENERAL GUEMES";470;470;850;1.809
Trigo;2016/17;SALTA;"GENERAL GUEMES";600;390;897;2.300
Trigo;2017/18;SALTA;"GENERAL GUEMES";600;600;960;1.600
Trigo;1985/86;SALTA;"GENERAL JOSE DE SAN MARTIN";50;50;15;300
Trigo;1998/99;SALTA;"GENERAL JOSE DE SAN MARTIN";0;0;0;0
Trigo;2006/07;SALTA;"GENERAL JOSE DE SAN MARTIN";1.200;1.200;1.200;1.000
Trigo;2007/08;SALTA;"GENERAL JOSE DE SAN MARTIN";2.200;2.200;2.200;1.000
Trigo;2008/09;SALTA;"GENERAL JOSE DE SAN MARTIN";5.800;5.800;4.640;800
Trigo;2009/10;SALTA;"GENERAL JOSE DE SAN MARTIN";15.500;13.640;9.550;700
Trigo;2010/11;SALTA;"GENERAL JOSE DE SAN MARTIN";16.800;16.180;13.750;850
Trigo;2011/12;SALTA;"GENERAL JOSE DE SAN MARTIN";16.800;16.296;16.300;1.000
Trigo;2012/13;SALTA;"GENERAL JOSE DE SAN MARTIN";9.850;9.420;7.540;800
Trigo;2013/14;SALTA;"GENERAL JOSE DE SAN MARTIN";250;235;240;1.021
Trigo;2014/15;SALTA;"GENERAL JOSE DE SAN MARTIN";4.600;1.600;2.400;1.500
Trigo;2015/16;SALTA;"GENERAL JOSE DE SAN MARTIN";7.850;6.350;10.160;1.600
Trigo;2016/17;SALTA;"GENERAL JOSE DE SAN MARTIN";4.200;2.770;2.770;1.000
Trigo;2017/18;SALTA;"GENERAL JOSE DE SAN MARTIN";16.750;16.660;13.328;800
Trigo;1980/81;SALTA;GUACHIPAS;40;0;0;0
Trigo;1981/82;SALTA;GUACHIPAS;50;0;0;0
Trigo;1982/83;SALTA;GUACHIPAS;50;0;0;0
Trigo;1983/84;SALTA;GUACHIPAS;30;0;0;0
Trigo;1984/85;SALTA;GUACHIPAS;50;0;0;0
Trigo;1985/86;SALTA;GUACHIPAS;50;0;0;0
Trigo;1998/99;SALTA;GUACHIPAS;0;0;0;0
Trigo;1998/99;SALTA;IRUYA;0;0;0;0
Trigo;1998/99;SALTA;"LA CALDERA";0;0;0;0
Trigo;1980/81;SALTA;"LA CANDELARIA";50;0;0;0
Trigo;1981/82;SALTA;"LA CANDELARIA";80;50;110;2.200
Trigo;1982/83;SALTA;"LA CANDELARIA";80;0;0;0
Trigo;1983/84;SALTA;"LA CANDELARIA";20;0;0;0
Trigo;1990/91;SALTA;"LA CANDELARIA";400;400;600;1.500
Trigo;1991/92;SALTA;"LA CANDELARIA";300;150;350;2.333
Trigo;1992/93;SALTA;"LA CANDELARIA";500;500;400;800
Trigo;1993/94;SALTA;"LA CANDELARIA";1.000;200;200;1.000
Trigo;1994/95;SALTA;"LA CANDELARIA";300;100;100;1.000
Trigo;1998/99;SALTA;"LA CANDELARIA";0;0;0;0
Trigo;2006/07;SALTA;"LA CANDELARIA";1.000;1.000;1.200;1.200
Trigo;2007/08;SALTA;"LA CANDELARIA";1.000;1.000;1.000;1.000
Trigo;2008/09;SALTA;"LA CANDELARIA";1.000;1.000;1.400;1.400
Trigo;2009/10;SALTA;"LA CANDELARIA";800;800;960;1.200
Trigo;2010/11;SALTA;"LA CANDELARIA";650;650;780;1.200
Trigo;2011/12;SALTA;"LA CANDELARIA";650;650;720;1.108
Trigo;2012/13;SALTA;"LA CANDELARIA";350;270;320;1.185
Trigo;2013/14;SALTA;"LA CANDELARIA";50;47;60;1.277
Trigo;2014/15;SALTA;"LA CANDELARIA";170;100;150;1.500
Trigo;2015/16;SALTA;"LA CANDELARIA";350;350;600;1.714
Trigo;2016/17;SALTA;"LA CANDELARIA";300;190;304;1.600
Trigo;2017/18;SALTA;"LA CANDELARIA";300;300;300;1.000
Trigo;1998/99;SALTA;"LA POMA";0;0;0;0
Trigo;1980/81;SALTA;"LA VINA";50;0;0;0
Trigo;1981/82;SALTA;"LA VINA";60;0;0;0
Trigo;1982/83;SALTA;"LA VINA";60;0;0;0
Trigo;1983/84;SALTA;"LA VINA";30;0;0;0
Trigo;1984/85;SALTA;"LA VINA";50;0;0;0
Trigo;1985/86;SALTA;"LA VINA";100;50;75;1.500
Trigo;1986/87;SALTA;"LA VINA";50;50;75;1.500
Trigo;1998/99;SALTA;"LA VINA";0;0;0;0
Trigo;2010/11;SALTA;"LA VINA";70;70;170;2.429
Trigo;2011/12;SALTA;"LA VINA";70;70;150;2.143
Trigo;2012/13;SALTA;"LA VINA";135;135;300;2.222
Trigo;2013/14;SALTA;"LA VINA";85;85;150;1.765
Trigo;2014/15;SALTA;"LA VINA";65;45;110;2.444
Trigo;2015/16;SALTA;"LA VINA";50;50;90;1.800
Trigo;2016/17;SALTA;"LA VINA";100;60;132;2.200
Trigo;2017/18;SALTA;"LA VINA";100;100;150;1.500
Trigo;1998/99;SALTA;"LOS ANDES";0;0;0;0
Trigo;1980/81;SALTA;METAN;200;200;500;2.500
Trigo;1981/82;SALTA;METAN;1.300;1.300;2.000;1.538
Trigo;1982/83;SALTA;METAN;800;600;1.200;2.000
Trigo;1983/84;SALTA;METAN;1.900;1.900;4.000;2.105
Trigo;1984/85;SALTA;METAN;3.300;3.000;6.000;2.000
Trigo;1985/86;SALTA;METAN;6.000;5.400;8.400;1.556
Trigo;1986/87;SALTA;METAN;2.000;1.000;1.000;1.000
Trigo;1987/88;SALTA;METAN;1.000;500;600;1.200
Trigo;1988/89;SALTA;METAN;1.500;1.500;1.810;1.207
Trigo;1989/90;SALTA;METAN;2.500;2.200;4.000;1.818
Trigo;1990/91;SALTA;METAN;5.000;5.000;8.300;1.660
