Cultivo;Campagna;Provincia;Departamento;"Sup. Sembrada";"Sup. Cosechada";Produccion;Rendimiento
Trigo;1980/81;"BUENOS AIRES";"25 DE MAYO";13.000;12.470;22.452;1.800
Trigo;1981/82;"BUENOS AIRES";"25 DE MAYO";25.000;24.300;40.000;1.646
Trigo;1982/83;"BUENOS AIRES";"25 DE MAYO";26.000;26.000;41.600;1.600
Trigo;1983/84;"BUENOS AIRES";"25 DE MAYO";30.000;30.000;60.000;2.000
Trigo;1984/85;"BUENOS AIRES";"25 DE MAYO";28.000;28.000;56.000;2.000
Trigo;1985/86;"BUENOS AIRES";"25 DE MAYO";30.000;25.000;30.000;1.200
Trigo;1986/87;"BUENOS AIRES";"25 DE MAYO";22.400;22.400;40.000;1.786
Trigo;1987/88;"BUENOS AIRES";"25 DE MAYO";10.800;10.800;18.550;1.718
Trigo;1988/89;"BUENOS AIRES";"25 DE MAYO";28.000;28.000;55.000;1.964
Trigo;1989/90;"BUENOS AIRES";"25 DE MAYO";32.000;32.000;60.100;1.878
Trigo;1990/91;"BUENOS AIRES";"25 DE MAYO";38.400;38.400;84.500;2.201
Trigo;1991/92;"BUENOS AIRES";"25 DE MAYO";21.000;21.000;48.300;2.300
Trigo;1992/93;"BUENOS AIRES";"25 DE MAYO";16.800;16.800;43.700;2.601
Trigo;1993/94;"BUENOS AIRES";"25 DE MAYO";14.000;14.000;28.000;2.000
Trigo;1994/95;"BUENOS AIRES";"25 DE MAYO";40.000;40.000;124.000;3.100
Trigo;1995/96;"BUENOS AIRES";"25 DE MAYO";37.500;37.500;108.800;2.901
Trigo;1996/97;"BUENOS AIRES";"25 DE MAYO";56.600;56.600;226.400;4.000
Trigo;1997/98;"BUENOS AIRES";"25 DE MAYO";35.100;35.100;115.800;3.299
Trigo;1998/99;"BUENOS AIRES";"25 DE MAYO";32.600;32.600;121.000;3.712
Trigo;1999/00;"BUENOS AIRES";"25 DE MAYO";37.500;37.500;124.000;3.307
Trigo;2000/01;"BUENOS AIRES";"25 DE MAYO";32.000;30.800;89.000;2.890
Trigo;2001/02;"BUENOS AIRES";"25 DE MAYO";16.000;13.600;23.200;1.706
Trigo;2002/03;"BUENOS AIRES";"25 DE MAYO";12.000;11.830;23.660;2.000
Trigo;2003/04;"BUENOS AIRES";"25 DE MAYO";13.680;12.480;48.670;3.900
Trigo;2004/05;"BUENOS AIRES";"25 DE MAYO";16.500;16.350;67.040;4.100
Trigo;2005/06;"BUENOS AIRES";"25 DE MAYO";17.800;17.800;80.100;4.500
Trigo;2006/07;"BUENOS AIRES";"25 DE MAYO";23.000;23.000;103.500;4.500
Trigo;2007/08;"BUENOS AIRES";"25 DE MAYO";26.000;25.150;90.540;3.600
Trigo;2008/09;"BUENOS AIRES";"25 DE MAYO";22.000;22.000;79.200;3.600
Trigo;2009/10;"BUENOS AIRES";"25 DE MAYO";15.320;15.320;11.280;736
Trigo;2010/11;"BUENOS AIRES";"25 DE MAYO";19.000;19.000;86.330;4.544
Trigo;2011/12;"BUENOS AIRES";"25 DE MAYO";21.000;21.000;98.700;4.700
Trigo;2012/13;"BUENOS AIRES";"25 DE MAYO";15.000;12.000;33.600;2.800
Trigo;2013/14;"BUENOS AIRES";"25 DE MAYO";11.000;11.000;42.900;3.900
Trigo;2014/15;"BUENOS AIRES";"25 DE MAYO";26.160;25.910;95.870;3.700
Trigo;2015/16;"BUENOS AIRES";"25 DE MAYO";14.100;6.200;18.600;3.000
Trigo;2016/17;"BUENOS AIRES";"25 DE MAYO";47.900;43.060;159.322;3.700
Trigo;2017/18;"BUENOS AIRES";"25 DE MAYO";37.720;37.340;147.493;3.950
Trigo;1980/81;"BUENOS AIRES";"9 DE JULIO";33.000;32.000;82.000;2.563
Trigo;1981/82;"BUENOS AIRES";"9 DE JULIO";50.000;50.000;110.000;2.200
Trigo;1982/83;"BUENOS AIRES";"9 DE JULIO";62.000;62.000;155.000;2.500
Trigo;1983/84;"BUENOS AIRES";"9 DE JULIO";50.000;50.000;120.000;2.400
Trigo;1984/85;"BUENOS AIRES";"9 DE JULIO";47.000;47.000;122.200;2.600
Trigo;1985/86;"BUENOS AIRES";"9 DE JULIO";46.000;40.400;52.500;1.300
Trigo;1986/87;"BUENOS AIRES";"9 DE JULIO";38.000;37.000;70.800;1.914
Trigo;1987/88;"BUENOS AIRES";"9 DE JULIO";10.000;10.000;19.900;1.990
Trigo;1988/89;"BUENOS AIRES";"9 DE JULIO";22.000;22.000;55.000;2.500
Trigo;1989/90;"BUENOS AIRES";"9 DE JULIO";30.000;30.000;63.000;2.100
Trigo;1990/91;"BUENOS AIRES";"9 DE JULIO";42.000;42.000;121.800;2.900
Trigo;1991/92;"BUENOS AIRES";"9 DE JULIO";31.000;31.000;86.800;2.800
Trigo;1992/93;"BUENOS AIRES";"9 DE JULIO";52.000;52.000;150.800;2.900
Trigo;1993/94;"BUENOS AIRES";"9 DE JULIO";44.000;44.000;101.200;2.300
Trigo;1994/95;"BUENOS AIRES";"9 DE JULIO";51.700;51.700;170.600;3.300
Trigo;1995/96;"BUENOS AIRES";"9 DE JULIO";58.000;58.000;182.700;3.150
Trigo;1996/97;"BUENOS AIRES";"9 DE JULIO";80.000;79.700;294.900;3.700
Trigo;1997/98;"BUENOS AIRES";"9 DE JULIO";55.000;49.000;151.900;3.100
Trigo;1998/99;"BUENOS AIRES";"9 DE JULIO";29.000;29.000;105.000;3.621
Trigo;1999/00;"BUENOS AIRES";"9 DE JULIO";46.000;46.000;164.500;3.576
Trigo;2000/01;"BUENOS AIRES";"9 DE JULIO";25.000;25.000;62.500;2.500
Trigo;2001/02;"BUENOS AIRES";"9 DE JULIO";10.000;9.500;21.000;2.211
Trigo;2002/03;"BUENOS AIRES";"9 DE JULIO";15.000;15.000;30.000;2.000
Trigo;2003/04;"BUENOS AIRES";"9 DE JULIO";13.000;11.800;35.400;3.000
Trigo;2004/05;"BUENOS AIRES";"9 DE JULIO";24.000;24.000;100.800;4.200
Trigo;2005/06;"BUENOS AIRES";"9 DE JULIO";23.000;23.000;92.000;4.000
Trigo;2006/07;"BUENOS AIRES";"9 DE JULIO";27.000;27.000;108.000;4.000
Trigo;2007/08;"BUENOS AIRES";"9 DE JULIO";26.500;26.500;84.800;3.200
Trigo;2008/09;"BUENOS AIRES";"9 DE JULIO";20.000;20.000;50.000;2.500
Trigo;2009/10;"BUENOS AIRES";"9 DE JULIO";13.460;13.460;44.170;3.282
Trigo;2010/11;"BUENOS AIRES";"9 DE JULIO";20.000;20.000;113.600;5.680
Trigo;2011/12;"BUENOS AIRES";"9 DE JULIO";13.000;13.000;65.000;5.000
Trigo;2012/13;"BUENOS AIRES";"9 DE JULIO";6.170;5.670;17.010;3.000
Trigo;2013/14;"BUENOS AIRES";"9 DE JULIO";8.000;8.000;38.400;4.800
Trigo;2014/15;"BUENOS AIRES";"9 DE JULIO";13.000;12.350;50.640;4.100
Trigo;2015/16;"BUENOS AIRES";"9 DE JULIO";8.000;7.200;28.800;4.000
Trigo;2016/17;"BUENOS AIRES";"9 DE JULIO";57.500;51.690;217.098;4.200
Trigo;2017/18;"BUENOS AIRES";"9 DE JULIO";48.820;48.820;244.100;5.000
Trigo;1980/81;"BUENOS AIRES";"ADOLFO ALSINA";88.000;70.000;85.000;1.214
Trigo;1981/82;"BUENOS AIRES";"ADOLFO ALSINA";115.600;100.000;140.000;1.400
Trigo;1982/83;"BUENOS AIRES";"ADOLFO ALSINA";119.000;118.000;229.170;1.942
Trigo;1983/84;"BUENOS AIRES";"ADOLFO ALSINA";123.000;119.000;214.200;1.800
Trigo;1984/85;"BUENOS AIRES";"ADOLFO ALSINA";122.000;120.000;276.000;2.300
Trigo;1985/86;"BUENOS AIRES";"ADOLFO ALSINA";110.000;90.000;147.000;1.633
Trigo;1986/87;"BUENOS AIRES";"ADOLFO ALSINA";96.600;96.600;173.100;1.792
Trigo;1987/88;"BUENOS AIRES";"ADOLFO ALSINA";90.000;90.000;162.900;1.810
Trigo;1988/89;"BUENOS AIRES";"ADOLFO ALSINA";76.000;72.000;100.000;1.389
Trigo;1989/90;"BUENOS AIRES";"ADOLFO ALSINA";110.000;105.000;190.000;1.810
Trigo;1990/91;"BUENOS AIRES";"ADOLFO ALSINA";110.000;110.000;165.000;1.500
Trigo;1991/92;"BUENOS AIRES";"ADOLFO ALSINA";80.000;80.000;140.000;1.750
Trigo;1992/93;"BUENOS AIRES";"ADOLFO ALSINA";73.600;36.600;51.200;1.399
Trigo;1993/94;"BUENOS AIRES";"ADOLFO ALSINA";68.000;68.000;146.200;2.150
Trigo;1994/95;"BUENOS AIRES";"ADOLFO ALSINA";90.000;90.000;166.500;1.850
Trigo;1995/96;"BUENOS AIRES";"ADOLFO ALSINA";85.000;84.000;138.600;1.650
Trigo;1996/97;"BUENOS AIRES";"ADOLFO ALSINA";105.000;103.300;180.897;1.751
Trigo;1997/98;"BUENOS AIRES";"ADOLFO ALSINA";85.000;85.000;195.500;2.300
Trigo;1998/99;"BUENOS AIRES";"ADOLFO ALSINA";80.000;80.000;150.000;1.875
Trigo;1999/00;"BUENOS AIRES";"ADOLFO ALSINA";93.500;88.500;125.700;1.420
Trigo;2000/01;"BUENOS AIRES";"ADOLFO ALSINA";94.000;94.000;265.000;2.819
Trigo;2001/02;"BUENOS AIRES";"ADOLFO ALSINA";102.000;100.500;221.000;2.199
Trigo;2002/03;"BUENOS AIRES";"ADOLFO ALSINA";105.000;105.000;231.000;2.200
Trigo;2003/04;"BUENOS AIRES";"ADOLFO ALSINA";89.000;89.000;133.500;1.500
Trigo;2004/05;"BUENOS AIRES";"ADOLFO ALSINA";98.000;98.000;235.200;2.400
Trigo;2005/06;"BUENOS AIRES";"ADOLFO ALSINA";71.000;69.400;104.000;1.499
Trigo;2006/07;"BUENOS AIRES";"ADOLFO ALSINA";59.600;59.600;107.280;1.800
Trigo;2007/08;"BUENOS AIRES";"ADOLFO ALSINA";81.500;81.500;228.000;2.798
Trigo;2008/09;"BUENOS AIRES";"ADOLFO ALSINA";96.000;94.000;122.350;1.302
Trigo;2009/10;"BUENOS AIRES";"ADOLFO ALSINA";77.620;73.300;84.823;1.157
Trigo;2010/11;"BUENOS AIRES";"ADOLFO ALSINA";94.600;94.600;268.520;2.838
Trigo;2011/12;"BUENOS AIRES";"ADOLFO ALSINA";103.600;103.600;289.900;2.798
Trigo;2012/13;"BUENOS AIRES";"ADOLFO ALSINA";79.050;79.050;244.815;3.097
Trigo;2013/14;"BUENOS AIRES";"ADOLFO ALSINA";96.600;96.600;193.260;2.001
Trigo;2014/15;"BUENOS AIRES";"ADOLFO ALSINA";105.600;105.600;284.940;2.698
Trigo;2015/16;"BUENOS AIRES";"ADOLFO ALSINA";85.500;85.000;229.400;2.699
Trigo;2016/17;"BUENOS AIRES";"ADOLFO ALSINA";91.200;82.110;237.939;2.898
Trigo;2017/18;"BUENOS AIRES";"ADOLFO ALSINA";75.600;75.600;188.940;2.499
Trigo;1980/81;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";85.800;85.800;151.000;1.760
Trigo;1981/82;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";81.300;81.300;89.000;1.095
Trigo;1982/83;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";80.000;80.000;192.000;2.400
Trigo;1983/84;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";77.000;77.000;152.600;1.982
Trigo;1984/85;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";73.720;73.000;171.600;2.351
Trigo;1985/86;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";60.000;55.000;93.500;1.700
Trigo;1986/87;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";66.100;63.200;133.900;2.119
Trigo;1987/88;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";65.000;65.000;123.500;1.900
Trigo;1988/89;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";63.000;63.000;94.000;1.492
Trigo;1989/90;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";75.000;75.000;170.000;2.267
Trigo;1990/91;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";72.000;53.000;56.000;1.057
Trigo;1991/92;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";63.500;63.500;153.800;2.422
Trigo;1992/93;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";60.500;60.500;171.300;2.831
Trigo;1993/94;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";59.000;59.000;159.000;2.695
Trigo;1994/95;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";66.600;66.600;195.800;2.940
Trigo;1995/96;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";74.500;73.700;179.000;2.429
Trigo;1996/97;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";103.000;103.000;241.200;2.342
Trigo;1997/98;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";112.000;112.000;395.500;3.531
Trigo;1998/99;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";124.700;124.700;280.000;2.245
Trigo;1999/00;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";141.000;141.000;366.700;2.601
Trigo;2000/01;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";154.350;154.350;462.000;2.993
Trigo;2001/02;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";119.000;116.300;355.000;3.052
Trigo;2002/03;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";118.000;112.900;281.740;2.495
Trigo;2003/04;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";124.000;122.800;429.450;3.497
Trigo;2004/05;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";124.500;124.500;368.520;2.960
Trigo;2005/06;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";111.871;111.871;325.100;2.906
Trigo;2006/07;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";113.970;113.970;350.025;3.071
Trigo;2007/08;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";107.922;102.922;184.680;1.794
Trigo;2008/09;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";92.050;91.900;166.116;1.808
Trigo;2009/10;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";95.480;95.480;220.117;2.305
Trigo;2010/11;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";82.200;82.200;339.886;4.135
Trigo;2011/12;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";70.000;70.000;299.560;4.279
Trigo;2012/13;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";27.870;27.870;75.439;2.707
Trigo;2013/14;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";52.200;52.200;196.080;3.756
Trigo;2014/15;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";69.100;62.440;162.150;2.597
Trigo;2015/16;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";36.410;33.410;120.276;3.600
Trigo;2016/17;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";54.300;48.810;131.787;2.700
Trigo;2017/18;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";44.197;44.197;176.788;4.000
Trigo;1980/81;"BUENOS AIRES";ALBERTI;19.700;19.700;45.000;2.284
Trigo;1981/82;"BUENOS AIRES";ALBERTI;30.000;30.000;65.000;2.167
Trigo;1982/83;"BUENOS AIRES";ALBERTI;35.000;35.000;87.500;2.500
Trigo;1983/84;"BUENOS AIRES";ALBERTI;30.000;30.000;69.000;2.300
Trigo;1984/85;"BUENOS AIRES";ALBERTI;20.000;20.000;42.000;2.100
Trigo;1985/86;"BUENOS AIRES";ALBERTI;20.000;17.000;23.800;1.400
Trigo;1986/87;"BUENOS AIRES";ALBERTI;18.000;18.000;37.300;2.072
Trigo;1987/88;"BUENOS AIRES";ALBERTI;18.000;18.000;35.900;1.994
Trigo;1988/89;"BUENOS AIRES";ALBERTI;18.000;18.000;39.600;2.200
Trigo;1989/90;"BUENOS AIRES";ALBERTI;20.000;20.000;50.000;2.500
Trigo;1990/91;"BUENOS AIRES";ALBERTI;15.000;15.000;43.500;2.900
Trigo;1991/92;"BUENOS AIRES";ALBERTI;11.000;11.000;30.800;2.800
Trigo;1992/93;"BUENOS AIRES";ALBERTI;13.000;13.000;37.700;2.900
Trigo;1993/94;"BUENOS AIRES";ALBERTI;16.000;15.000;33.000;2.200
Trigo;1994/95;"BUENOS AIRES";ALBERTI;17.100;16.900;55.800;3.302
Trigo;1995/96;"BUENOS AIRES";ALBERTI;17.000;17.000;59.500;3.500
Trigo;1996/97;"BUENOS AIRES";ALBERTI;23.000;22.900;87.000;3.799
Trigo;1997/98;"BUENOS AIRES";ALBERTI;22.000;21.700;71.600;3.300
Trigo;1998/99;"BUENOS AIRES";ALBERTI;19.000;19.000;71.000;3.737
Trigo;1999/00;"BUENOS AIRES";ALBERTI;23.000;23.000;84.200;3.661
Trigo;2000/01;"BUENOS AIRES";ALBERTI;16.000;16.000;48.000;3.000
Trigo;2001/02;"BUENOS AIRES";ALBERTI;12.000;7.200;13.000;1.806
Trigo;2002/03;"BUENOS AIRES";ALBERTI;11.000;10.000;22.000;2.200
Trigo;2003/04;"BUENOS AIRES";ALBERTI;12.000;11.800;38.940;3.300
Trigo;2004/05;"BUENOS AIRES";ALBERTI;12.000;12.000;48.000;4.000
Trigo;2005/06;"BUENOS AIRES";ALBERTI;12.000;12.000;54.000;4.500
Trigo;2006/07;"BUENOS AIRES";ALBERTI;11.500;11.500;47.150;4.100
Trigo;2007/08;"BUENOS AIRES";ALBERTI;11.500;11.500;36.800;3.200
Trigo;2008/09;"BUENOS AIRES";ALBERTI;11.000;10.850;31.470;2.900
Trigo;2009/10;"BUENOS AIRES";ALBERTI;18.510;18.510;68.980;3.727
Trigo;2010/11;"BUENOS AIRES";ALBERTI;7.200;7.200;29.740;4.131
Trigo;2011/12;"BUENOS AIRES";ALBERTI;12.000;11.400;57.000;5.000
Trigo;2012/13;"BUENOS AIRES";ALBERTI;13.570;13.020;39.060;3.000
Trigo;2013/14;"BUENOS AIRES";ALBERTI;12.000;12.000;50.400;4.200
Trigo;2014/15;"BUENOS AIRES";ALBERTI;5.000;4.750;19.480;4.101
Trigo;2015/16;"BUENOS AIRES";ALBERTI;13.240;10.640;42.560;4.000
Trigo;2016/17;"BUENOS AIRES";ALBERTI;27.600;24.800;104.160;4.200
Trigo;2017/18;"BUENOS AIRES";ALBERTI;25.281;25.281;126.405;5.000
Trigo;1999/00;"BUENOS AIRES";"ALMIRANTE BROWN";0;0;0;0
Trigo;1980/81;"BUENOS AIRES";ARRECIFES;26.000;26.000;64.000;2.462
Trigo;1981/82;"BUENOS AIRES";ARRECIFES;32.000;32.000;70.000;2.188
Trigo;1982/83;"BUENOS AIRES";ARRECIFES;33.000;33.000;92.400;2.800
Trigo;1983/84;"BUENOS AIRES";ARRECIFES;33.000;31.000;62.000;2.000
Trigo;1984/85;"BUENOS AIRES";ARRECIFES;31.000;31.000;77.500;2.500
Trigo;1985/86;"BUENOS AIRES";ARRECIFES;31.000;30.700;49.000;1.596
Trigo;1986/87;"BUENOS AIRES";ARRECIFES;26.400;26.400;53.100;2.011
Trigo;1987/88;"BUENOS AIRES";ARRECIFES;25.000;25.000;47.500;1.900
Trigo;1988/89;"BUENOS AIRES";ARRECIFES;20.000;20.000;36.000;1.800
Trigo;1989/90;"BUENOS AIRES";ARRECIFES;10.500;10.500;26.800;2.552
Trigo;1990/91;"BUENOS AIRES";ARRECIFES;13.500;13.400;29.500;2.201
Trigo;1991/92;"BUENOS AIRES";ARRECIFES;5.400;5.100;9.700;1.902
Trigo;1992/93;"BUENOS AIRES";ARRECIFES;6.000;6.000;15.300;2.550
Trigo;1993/94;"BUENOS AIRES";ARRECIFES;12.300;12.200;22.000;1.803
Trigo;1994/95;"BUENOS AIRES";ARRECIFES;6.800;6.800;18.000;2.647
Trigo;1995/96;"BUENOS AIRES";ARRECIFES;10.200;10.200;28.600;2.804
Trigo;1996/97;"BUENOS AIRES";ARRECIFES;22.000;22.000;66.000;3.000
Trigo;1997/98;"BUENOS AIRES";ARRECIFES;14.800;14.800;40.000;2.703
Trigo;1998/99;"BUENOS AIRES";ARRECIFES;9.500;9.400;29.000;3.085
Trigo;1999/00;"BUENOS AIRES";ARRECIFES;11.500;11.500;36.500;3.174
Trigo;2000/01;"BUENOS AIRES";ARRECIFES;9.900;9.900;26.000;2.626
Trigo;2001/02;"BUENOS AIRES";ARRECIFES;11.500;11.500;22.000;1.913
Trigo;2002/03;"BUENOS AIRES";ARRECIFES;8.000;7.100;13.490;1.900
Trigo;2003/04;"BUENOS AIRES";ARRECIFES;6.800;6.800;21.080;3.100
Trigo;2004/05;"BUENOS AIRES";ARRECIFES;7.000;7.000;23.100;3.300
Trigo;2005/06;"BUENOS AIRES";ARRECIFES;6.500;6.500;23.400;3.600
Trigo;2006/07;"BUENOS AIRES";ARRECIFES;18.350;18.350;69.730;3.800
Trigo;2007/08;"BUENOS AIRES";ARRECIFES;18.500;18.500;79.550;4.300
Trigo;2008/09;"BUENOS AIRES";ARRECIFES;13.650;13.300;30.590;2.300
Trigo;2009/10;"BUENOS AIRES";ARRECIFES;7.350;7.350;33.116;4.506
Trigo;2010/11;"BUENOS AIRES";ARRECIFES;6.200;6.200;26.252;4.234
Trigo;2011/12;"BUENOS AIRES";ARRECIFES;6.600;6.600;29.700;4.500
Trigo;2012/13;"BUENOS AIRES";ARRECIFES;4.790;4.790;13.412;2.800
Trigo;2013/14;"BUENOS AIRES";ARRECIFES;4.950;4.950;20.295;4.100
Trigo;2014/15;"BUENOS AIRES";ARRECIFES;4.180;4.080;14.280;3.500
Trigo;2015/16;"BUENOS AIRES";ARRECIFES;12.920;12.320;49.280;4.000
Trigo;2016/17;"BUENOS AIRES";ARRECIFES;24.200;21.750;95.700;4.400
Trigo;2017/18;"BUENOS AIRES";ARRECIFES;21.050;21.050;90.515;4.300
Trigo;1999/00;"BUENOS AIRES";AVELLANEDA;0;0;0;0
Trigo;1980/81;"BUENOS AIRES";AYACUCHO;350;350;800;2.286
Trigo;1981/82;"BUENOS AIRES";AYACUCHO;600;600;1.020;1.700
Trigo;1982/83;"BUENOS AIRES";AYACUCHO;1.200;1.200;2.400;2.000
Trigo;1983/84;"BUENOS AIRES";AYACUCHO;2.500;2.500;5.750;2.300
Trigo;1984/85;"BUENOS AIRES";AYACUCHO;3.000;3.000;9.000;3.000
Trigo;1985/86;"BUENOS AIRES";AYACUCHO;3.500;3.300;5.940;1.800
Trigo;1986/87;"BUENOS AIRES";AYACUCHO;3.600;3.600;9.300;2.583
Trigo;1987/88;"BUENOS AIRES";AYACUCHO;3.500;3.500;6.500;1.857
Trigo;1988/89;"BUENOS AIRES";AYACUCHO;4.900;4.900;17.150;3.500
Trigo;1989/90;"BUENOS AIRES";AYACUCHO;3.000;3.000;6.000;2.000
Trigo;1990/91;"BUENOS AIRES";AYACUCHO;4.500;4.000;6.400;1.600
Trigo;1991/92;"BUENOS AIRES";AYACUCHO;4.000;3.500;6.300;1.800
Trigo;1992/93;"BUENOS AIRES";AYACUCHO;3.500;3.400;6.500;1.912
Trigo;1993/94;"BUENOS AIRES";AYACUCHO;4.000;3.600;6.500;1.806
Trigo;1994/95;"BUENOS AIRES";AYACUCHO;4.000;3.800;8.700;2.289
Trigo;1995/96;"BUENOS AIRES";AYACUCHO;5.000;4.500;9.900;2.200
Trigo;1996/97;"BUENOS AIRES";AYACUCHO;10.000;9.800;27.400;2.796
Trigo;1997/98;"BUENOS AIRES";AYACUCHO;8.500;8.200;24.600;3.000
Trigo;1998/99;"BUENOS AIRES";AYACUCHO;6.000;5.500;13.000;2.364
Trigo;1999/00;"BUENOS AIRES";AYACUCHO;10.000;9.600;27.100;2.823
Trigo;2000/01;"BUENOS AIRES";AYACUCHO;11.000;10.750;32.200;2.995
Trigo;2001/02;"BUENOS AIRES";AYACUCHO;7.000;6.600;17.500;2.652
Trigo;2002/03;"BUENOS AIRES";AYACUCHO;5.000;4.400;8.360;1.900
Trigo;2003/04;"BUENOS AIRES";AYACUCHO;6.500;6.200;22.320;3.600
Trigo;2004/05;"BUENOS AIRES";AYACUCHO;6.000;5.880;20.580;3.500
Trigo;2005/06;"BUENOS AIRES";AYACUCHO;5.500;5.450;20.170;3.701
Trigo;2006/07;"BUENOS AIRES";AYACUCHO;5.500;5.400;19.980;3.700
Trigo;2007/08;"BUENOS AIRES";AYACUCHO;5.300;4.800;12.000;2.500
Trigo;2008/09;"BUENOS AIRES";AYACUCHO;4.300;4.240;12.300;2.901
Trigo;2009/10;"BUENOS AIRES";AYACUCHO;3.470;3.440;13.261;3.855
Trigo;2010/11;"BUENOS AIRES";AYACUCHO;3.800;3.750;18.202;4.854
Trigo;2011/12;"BUENOS AIRES";AYACUCHO;3.000;2.970;13.959;4.700
Trigo;2012/13;"BUENOS AIRES";AYACUCHO;1.000;1.000;3.600;3.600
Trigo;2013/14;"BUENOS AIRES";AYACUCHO;3.800;3.800;17.480;4.600
Trigo;2014/15;"BUENOS AIRES";AYACUCHO;3.500;3.320;12.284;3.700
Trigo;2015/16;"BUENOS AIRES";AYACUCHO;2.900;2.700;10.800;4.000
Trigo;2016/17;"BUENOS AIRES";AYACUCHO;11.400;10.240;31.744;3.100
Trigo;2017/18;"BUENOS AIRES";AYACUCHO;1.345;1.345;5.111;3.800
Trigo;1980/81;"BUENOS AIRES";AZUL;34.000;34.000;58.000;1.706
Trigo;1981/82;"BUENOS AIRES";AZUL;60.000;60.000;96.000;1.600
Trigo;1982/83;"BUENOS AIRES";AZUL;61.100;61.100;165.000;2.700
Trigo;1983/84;"BUENOS AIRES";AZUL;60.000;58.000;144.000;2.483
Trigo;1984/85;"BUENOS AIRES";AZUL;48.000;48.000;158.400;3.300
Trigo;1985/86;"BUENOS AIRES";AZUL;65.000;60.000;84.000;1.400
Trigo;1986/87;"BUENOS AIRES";AZUL;56.000;56.000;117.600;2.100
Trigo;1987/88;"BUENOS AIRES";AZUL;45.000;45.000;92.800;2.062
Trigo;1988/89;"BUENOS AIRES";AZUL;42.000;42.000;121.000;2.881
Trigo;1989/90;"BUENOS AIRES";AZUL;42.000;40.000;88.000;2.200
Trigo;1990/91;"BUENOS AIRES";AZUL;61.000;54.900;126.300;2.301
Trigo;1991/92;"BUENOS AIRES";AZUL;58.300;54.300;130.300;2.400
Trigo;1992/93;"BUENOS AIRES";AZUL;52.100;49.500;128.700;2.600
Trigo;1993/94;"BUENOS AIRES";AZUL;57.000;54.500;141.700;2.600
Trigo;1994/95;"BUENOS AIRES";AZUL;62.000;60.500;169.400;2.800
Trigo;1995/96;"BUENOS AIRES";AZUL;60.000;55.000;99.000;1.800
Trigo;1996/97;"BUENOS AIRES";AZUL;80.000;77.800;241.200;3.100
Trigo;1997/98;"BUENOS AIRES";AZUL;68.000;66.500;242.700;3.650
Trigo;1998/99;"BUENOS AIRES";AZUL;61.000;59.500;158.000;2.655
Trigo;1999/00;"BUENOS AIRES";AZUL;69.000;67.000;210.000;3.134
Trigo;2000/01;"BUENOS AIRES";AZUL;74.000;72.000;252.000;3.500
Trigo;2001/02;"BUENOS AIRES";AZUL;72.000;70.800;215.000;3.037
Trigo;2002/03;"BUENOS AIRES";AZUL;63.000;60.500;139.150;2.300
Trigo;2003/04;"BUENOS AIRES";AZUL;64.000;62.500;256.250;4.100
Trigo;2004/05;"BUENOS AIRES";AZUL;63.000;61.700;240.630;3.900
Trigo;2005/06;"BUENOS AIRES";AZUL;58.000;57.500;241.500;4.200
Trigo;2006/07;"BUENOS AIRES";AZUL;57.000;56.000;246.400;4.400
Trigo;2007/08;"BUENOS AIRES";AZUL;52.800;44.500;80.550;1.810
Trigo;2008/09;"BUENOS AIRES";AZUL;43.600;43.140;129.600;3.004
