Cultivo;Campaña;Provincia;Departamento;"Sup. Sembrada";"Sup. Cosechada";Producción;Rendimiento
Girasol;1980/81;"BUENOS AIRES";"25 DE MAYO";15.000;14.500;13.050;900
Girasol;1981/82;"BUENOS AIRES";"25 DE MAYO";13.200;13.200;20.400;1.545
Girasol;1982/83;"BUENOS AIRES";"25 DE MAYO";18.000;18.000;27.000;1.500
Girasol;1983/84;"BUENOS AIRES";"25 DE MAYO";21.000;21.000;23.100;1.100
Girasol;1984/85;"BUENOS AIRES";"25 DE MAYO";22.000;22.000;26.000;1.182
Girasol;1985/86;"BUENOS AIRES";"25 DE MAYO";27.500;27.500;46.800;1.702
Girasol;1986/87;"BUENOS AIRES";"25 DE MAYO";14.000;14.000;18.200;1.300
Girasol;1987/88;"BUENOS AIRES";"25 DE MAYO";30.000;30.000;36.000;1.200
Girasol;1988/89;"BUENOS AIRES";"25 DE MAYO";20.000;19.600;27.500;1.403
Girasol;1989/90;"BUENOS AIRES";"25 DE MAYO";27.500;27.500;44.000;1.600
Girasol;1990/91;"BUENOS AIRES";"25 DE MAYO";26.000;26.000;44.200;1.700
Girasol;1991/92;"BUENOS AIRES";"25 DE MAYO";27.500;25.500;33.200;1.302
Girasol;1992/93;"BUENOS AIRES";"25 DE MAYO";24.700;24.000;36.000;1.500
Girasol;1993/94;"BUENOS AIRES";"25 DE MAYO";15.200;15.200;27.400;1.803
Girasol;1994/95;"BUENOS AIRES";"25 DE MAYO";30.000;30.000;58.500;1.950
Girasol;1995/96;"BUENOS AIRES";"25 DE MAYO";28.750;28.750;66.100;2.299
Girasol;1996/97;"BUENOS AIRES";"25 DE MAYO";28.800;28.800;63.400;2.201
Girasol;1997/98;"BUENOS AIRES";"25 DE MAYO";31.700;29.700;50.500;1.700
Girasol;1998/99;"BUENOS AIRES";"25 DE MAYO";41.200;41.200;78.300;1.900
Girasol;1999/00;"BUENOS AIRES";"25 DE MAYO";23.300;23.300;44.300;1.901
Girasol;2000/01;"BUENOS AIRES";"25 DE MAYO";4.660;4.660;9.320;2.000
Girasol;2001/02;"BUENOS AIRES";"25 DE MAYO";3.500;3.350;6.365;1.900
Girasol;2002/03;"BUENOS AIRES";"25 DE MAYO";2.400;2.400;6.200;2.583
Girasol;2003/04;"BUENOS AIRES";"25 DE MAYO";2.000;1.910;4.900;2.565
Girasol;2004/05;"BUENOS AIRES";"25 DE MAYO";2.200;2.110;6.380;3.024
Girasol;2005/06;"BUENOS AIRES";"25 DE MAYO";3.600;3.520;9.504;2.700
Girasol;2006/07;"BUENOS AIRES";"25 DE MAYO";1.600;1.600;4.160;2.600
Girasol;2007/08;"BUENOS AIRES";"25 DE MAYO";2.000;2.000;5.200;2.600
Girasol;2008/09;"BUENOS AIRES";"25 DE MAYO";2.600;2.600;6.500;2.500
Girasol;2009/10;"BUENOS AIRES";"25 DE MAYO";4.000;4.000;10.800;2.700
Girasol;2010/11;"BUENOS AIRES";"25 DE MAYO";4.500;4.500;14.850;3.300
Girasol;2011/12;"BUENOS AIRES";"25 DE MAYO";8.000;8.000;19.200;2.400
Girasol;2012/13;"BUENOS AIRES";"25 DE MAYO";3.800;3.800;9.120;2.400
Girasol;2013/14;"BUENOS AIRES";"25 DE MAYO";5.000;5.000;12.000;2.400
Girasol;2014/15;"BUENOS AIRES";"25 DE MAYO";4.000;4.000;11.200;2.800
Girasol;2015/16;"BUENOS AIRES";"25 DE MAYO";2.000;2.000;5.400;2.700
Girasol;2016/17;"BUENOS AIRES";"25 DE MAYO";2.300;2.300;6.670;2.900
Girasol;2017/18;"BUENOS AIRES";"25 DE MAYO";5.656;5.486;9.049;1.649
Girasol;1980/81;"BUENOS AIRES";"9 DE JULIO";18.000;17.700;21.240;1.200
Girasol;1981/82;"BUENOS AIRES";"9 DE JULIO";17.350;17.350;24.250;1.398
Girasol;1982/83;"BUENOS AIRES";"9 DE JULIO";7.500;7.500;11.250;1.500
Girasol;1983/84;"BUENOS AIRES";"9 DE JULIO";12.000;10.000;10.000;1.000
Girasol;1984/85;"BUENOS AIRES";"9 DE JULIO";18.000;18.000;28.000;1.556
Girasol;1985/86;"BUENOS AIRES";"9 DE JULIO";25.500;25.500;34.700;1.361
Girasol;1986/87;"BUENOS AIRES";"9 DE JULIO";20.000;19.300;32.800;1.699
Girasol;1987/88;"BUENOS AIRES";"9 DE JULIO";18.000;18.000;27.000;1.500
Girasol;1988/89;"BUENOS AIRES";"9 DE JULIO";19.000;19.000;42.000;2.211
Girasol;1989/90;"BUENOS AIRES";"9 DE JULIO";29.000;28.000;45.000;1.607
Girasol;1990/91;"BUENOS AIRES";"9 DE JULIO";26.000;25.700;54.000;2.101
Girasol;1991/92;"BUENOS AIRES";"9 DE JULIO";34.000;34.000;54.400;1.600
Girasol;1992/93;"BUENOS AIRES";"9 DE JULIO";28.600;28.100;45.000;1.601
Girasol;1993/94;"BUENOS AIRES";"9 DE JULIO";21.000;21.000;42.000;2.000
Girasol;1994/95;"BUENOS AIRES";"9 DE JULIO";30.000;29.700;74.300;2.502
Girasol;1995/96;"BUENOS AIRES";"9 DE JULIO";32.000;31.200;74.900;2.401
Girasol;1996/97;"BUENOS AIRES";"9 DE JULIO";27.000;26.600;53.200;2.000
Girasol;1997/98;"BUENOS AIRES";"9 DE JULIO";24.000;19.800;23.800;1.202
Girasol;1998/99;"BUENOS AIRES";"9 DE JULIO";25.000;24.500;44.100;1.800
Girasol;1999/00;"BUENOS AIRES";"9 DE JULIO";11.000;11.000;22.000;2.000
Girasol;2000/01;"BUENOS AIRES";"9 DE JULIO";3.000;3.000;5.400;1.800
Girasol;2001/02;"BUENOS AIRES";"9 DE JULIO";2.000;2.000;5.400;2.700
Girasol;2002/03;"BUENOS AIRES";"9 DE JULIO";2.500;2.500;5.000;2.000
Girasol;2003/04;"BUENOS AIRES";"9 DE JULIO";2.000;2.000;4.000;2.000
Girasol;2004/05;"BUENOS AIRES";"9 DE JULIO";4.000;4.000;11.600;2.900
Girasol;2005/06;"BUENOS AIRES";"9 DE JULIO";5.000;5.000;14.000;2.800
Girasol;2006/07;"BUENOS AIRES";"9 DE JULIO";6.000;6.000;13.200;2.200
Girasol;2007/08;"BUENOS AIRES";"9 DE JULIO";6.500;6.500;16.250;2.500
Girasol;2008/09;"BUENOS AIRES";"9 DE JULIO";7.500;7.500;18.750;2.500
Girasol;2009/10;"BUENOS AIRES";"9 DE JULIO";10.000;10.000;18.200;1.820
Girasol;2010/11;"BUENOS AIRES";"9 DE JULIO";8.500;8.500;22.100;2.600
Girasol;2011/12;"BUENOS AIRES";"9 DE JULIO";8.500;8.330;19.160;2.300
Girasol;2012/13;"BUENOS AIRES";"9 DE JULIO";1.000;950;3.140;3.305
Girasol;2013/14;"BUENOS AIRES";"9 DE JULIO";2.000;2.000;5.000;2.500
Girasol;2014/15;"BUENOS AIRES";"9 DE JULIO";2.000;2.000;5.000;2.500
Girasol;2015/16;"BUENOS AIRES";"9 DE JULIO";2.000;2.000;5.000;2.500
Girasol;2016/17;"BUENOS AIRES";"9 DE JULIO";3.500;3.500;10.500;3.000
Girasol;2017/18;"BUENOS AIRES";"9 DE JULIO";3.500;3.500;9.800;2.800
Girasol;1980/81;"BUENOS AIRES";"ADOLFO ALSINA";18.000;18.000;18.000;1.000
Girasol;1981/82;"BUENOS AIRES";"ADOLFO ALSINA";28.000;26.700;26.000;974
Girasol;1982/83;"BUENOS AIRES";"ADOLFO ALSINA";25.000;24.000;21.600;900
Girasol;1983/84;"BUENOS AIRES";"ADOLFO ALSINA";25.000;24.500;24.500;1.000
Girasol;1984/85;"BUENOS AIRES";"ADOLFO ALSINA";28.000;28.000;32.000;1.143
Girasol;1985/86;"BUENOS AIRES";"ADOLFO ALSINA";52.000;50.000;73.800;1.476
Girasol;1986/87;"BUENOS AIRES";"ADOLFO ALSINA";30.000;30.000;30.000;1.000
Girasol;1987/88;"BUENOS AIRES";"ADOLFO ALSINA";38.000;36.000;57.000;1.583
Girasol;1988/89;"BUENOS AIRES";"ADOLFO ALSINA";40.000;39.000;68.500;1.756
Girasol;1989/90;"BUENOS AIRES";"ADOLFO ALSINA";45.000;40.000;60.000;1.500
Girasol;1990/91;"BUENOS AIRES";"ADOLFO ALSINA";41.000;41.000;77.900;1.900
Girasol;1991/92;"BUENOS AIRES";"ADOLFO ALSINA";50.000;50.000;60.000;1.200
Girasol;1992/93;"BUENOS AIRES";"ADOLFO ALSINA";42.000;42.000;71.400;1.700
Girasol;1993/94;"BUENOS AIRES";"ADOLFO ALSINA";50.000;49.600;91.800;1.851
Girasol;1994/95;"BUENOS AIRES";"ADOLFO ALSINA";60.000;60.000;108.000;1.800
Girasol;1995/96;"BUENOS AIRES";"ADOLFO ALSINA";73.000;73.000;102.200;1.400
Girasol;1996/97;"BUENOS AIRES";"ADOLFO ALSINA";67.000;65.650;124.700;1.899
Girasol;1997/98;"BUENOS AIRES";"ADOLFO ALSINA";85.000;85.000;154.700;1.820
Girasol;1998/99;"BUENOS AIRES";"ADOLFO ALSINA";95.000;95.000;152.000;1.600
Girasol;1999/00;"BUENOS AIRES";"ADOLFO ALSINA";76.300;73.800;101.100;1.370
Girasol;2000/01;"BUENOS AIRES";"ADOLFO ALSINA";41.000;41.000;61.000;1.488
Girasol;2001/02;"BUENOS AIRES";"ADOLFO ALSINA";53.700;53.700;94.070;1.752
Girasol;2002/03;"BUENOS AIRES";"ADOLFO ALSINA";57.000;57.000;101.000;1.772
Girasol;2003/04;"BUENOS AIRES";"ADOLFO ALSINA";57.000;57.000;84.000;1.474
Girasol;2004/05;"BUENOS AIRES";"ADOLFO ALSINA";67.000;67.000;153.600;2.293
Girasol;2005/06;"BUENOS AIRES";"ADOLFO ALSINA";68.000;68.000;81.600;1.200
Girasol;2006/07;"BUENOS AIRES";"ADOLFO ALSINA";80.000;80.000;96.000;1.200
Girasol;2007/08;"BUENOS AIRES";"ADOLFO ALSINA";90.000;90.000;153.000;1.700
Girasol;2008/09;"BUENOS AIRES";"ADOLFO ALSINA";72.000;72.000;86.400;1.200
Girasol;2009/10;"BUENOS AIRES";"ADOLFO ALSINA";65.000;65.000;58.500;900
Girasol;2010/11;"BUENOS AIRES";"ADOLFO ALSINA";60.000;60.000;120.000;2.000
Girasol;2011/12;"BUENOS AIRES";"ADOLFO ALSINA";65.000;65.000;78.000;1.200
Girasol;2012/13;"BUENOS AIRES";"ADOLFO ALSINA";60.000;60.000;132.000;2.200
Girasol;2013/14;"BUENOS AIRES";"ADOLFO ALSINA";45.000;45.000;40.500;900
Girasol;2014/15;"BUENOS AIRES";"ADOLFO ALSINA";51.000;51.000;107.100;2.100
Girasol;2015/16;"BUENOS AIRES";"ADOLFO ALSINA";52.000;52.000;109.200;2.100
Girasol;2016/17;"BUENOS AIRES";"ADOLFO ALSINA";60.000;60.000;120.000;2.000
Girasol;2017/18;"BUENOS AIRES";"ADOLFO ALSINA";40.000;40.000;88.000;2.200
Girasol;1980/81;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";10.000;10.000;9.000;900
Girasol;1981/82;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";12.500;12.020;12.000;998
Girasol;1982/83;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";15.000;15.000;21.000;1.400
Girasol;1983/84;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";17.000;17.000;15.300;900
Girasol;1984/85;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";21.000;21.000;27.200;1.295
Girasol;1985/86;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";32.000;32.000;36.300;1.134
Girasol;1986/87;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";22.000;19.000;15.200;800
Girasol;1987/88;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";30.000;30.000;36.000;1.200
Girasol;1988/89;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";30.000;30.000;30.000;1.000
Girasol;1989/90;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";27.000;27.000;39.000;1.444
Girasol;1990/91;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";24.000;24.000;33.600;1.400
Girasol;1991/92;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";28.000;28.000;36.400;1.300
Girasol;1992/93;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";25.300;24.550;27.000;1.100
Girasol;1993/94;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";30.500;30.500;45.800;1.502
Girasol;1994/95;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";34.000;34.000;57.800;1.700
Girasol;1995/96;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";34.000;34.000;57.800;1.700
Girasol;1996/97;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";34.000;34.000;61.200;1.800
Girasol;1997/98;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";40.000;39.000;76.100;1.951
Girasol;1998/99;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";85.000;85.000;62.500;735
Girasol;1999/00;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";76.500;76.500;137.700;1.800
Girasol;2000/01;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";42.000;41.500;49.800;1.200
Girasol;2001/02;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";59.000;58.400;78.840;1.350
Girasol;2002/03;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";62.000;61.400;61.000;993
Girasol;2003/04;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";53.000;53.000;75.000;1.415
Girasol;2004/05;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";61.000;61.000;79.300;1.300
Girasol;2005/06;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";46.000;46.000;60.200;1.309
Girasol;2006/07;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";46.000;46.000;46.000;1.000
Girasol;2007/08;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";50.500;49.500;49.500;1.000
Girasol;2008/09;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";27.900;27.900;33.480;1.200
Girasol;2009/10;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";24.200;21.700;26.040;1.200
Girasol;2010/11;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";16.000;16.000;28.800;1.800
Girasol;2011/12;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";16.000;16.000;19.200;1.200
Girasol;2012/13;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";10.000;10.000;18.000;1.800
Girasol;2013/14;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";1.400;1.400;1.680;1.200
Girasol;2014/15;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";1.400;1.400;2.100;1.500
Girasol;2016/17;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";4.780;4.630;6.482;1.400
Girasol;2017/18;"BUENOS AIRES";"ADOLFO GONZALES CHAVES";4.000;3.500;7.000;2.000
Girasol;1980/81;"BUENOS AIRES";ALBERTI;3.000;3.000;3.300;1.100
Girasol;1981/82;"BUENOS AIRES";ALBERTI;5.800;5.800;8.900;1.534
Girasol;1982/83;"BUENOS AIRES";ALBERTI;7.000;7.000;10.500;1.500
Girasol;1983/84;"BUENOS AIRES";ALBERTI;8.500;8.500;9.350;1.100
Girasol;1984/85;"BUENOS AIRES";ALBERTI;8.500;8.500;12.000;1.412
Girasol;1985/86;"BUENOS AIRES";ALBERTI;10.500;10.500;14.300;1.362
Girasol;1986/87;"BUENOS AIRES";ALBERTI;7.500;7.500;12.700;1.693
Girasol;1987/88;"BUENOS AIRES";ALBERTI;9.000;9.000;16.200;1.800
Girasol;1988/89;"BUENOS AIRES";ALBERTI;9.000;9.000;19.000;2.111
Girasol;1989/90;"BUENOS AIRES";ALBERTI;6.000;6.000;8.000;1.333
Girasol;1990/91;"BUENOS AIRES";ALBERTI;5.000;5.000;10.500;2.100
Girasol;1991/92;"BUENOS AIRES";ALBERTI;6.000;6.000;9.600;1.600
Girasol;1992/93;"BUENOS AIRES";ALBERTI;4.400;4.300;6.900;1.605
Girasol;1993/94;"BUENOS AIRES";ALBERTI;2.600;2.600;5.200;2.000
Girasol;1994/95;"BUENOS AIRES";ALBERTI;3.000;3.000;7.800;2.600
Girasol;1995/96;"BUENOS AIRES";ALBERTI;4.000;3.800;9.100;2.395
Girasol;1996/97;"BUENOS AIRES";ALBERTI;2.000;2.000;3.600;1.800
Girasol;1997/98;"BUENOS AIRES";ALBERTI;1.500;1.300;1.800;1.385
Girasol;1998/99;"BUENOS AIRES";ALBERTI;3.000;3.000;5.700;1.900
Girasol;1999/00;"BUENOS AIRES";ALBERTI;1.000;1.000;2.000;2.000
Girasol;2000/01;"BUENOS AIRES";ALBERTI;500;500;900;1.800
Girasol;2001/02;"BUENOS AIRES";ALBERTI;400;400;800;2.000
Girasol;2002/03;"BUENOS AIRES";ALBERTI;550;550;1.375;2.500
Girasol;2003/04;"BUENOS AIRES";ALBERTI;250;250;500;2.000
Girasol;2004/05;"BUENOS AIRES";ALBERTI;500;500;1.250;2.500
Girasol;2005/06;"BUENOS AIRES";ALBERTI;800;800;2.000;2.500
Girasol;2006/07;"BUENOS AIRES";ALBERTI;300;300;600;2.000
Girasol;2007/08;"BUENOS AIRES";ALBERTI;1.500;1.500;4.200;2.800
Girasol;2008/09;"BUENOS AIRES";ALBERTI;400;400;720;1.800
Girasol;2009/10;"BUENOS AIRES";ALBERTI;450;450;725;1.611
Girasol;2010/11;"BUENOS AIRES";ALBERTI;800;800;2.240;2.800
Girasol;2011/12;"BUENOS AIRES";ALBERTI;3.000;3.000;8.100;2.700
Girasol;2012/13;"BUENOS AIRES";ALBERTI;2.000;1.900;5.320;2.800
Girasol;2013/14;"BUENOS AIRES";ALBERTI;1.000;1.000;2.500;2.500
Girasol;2014/15;"BUENOS AIRES";ALBERTI;500;500;1.250;2.500
Girasol;2015/16;"BUENOS AIRES";ALBERTI;500;500;1.250;2.500
Girasol;2016/17;"BUENOS AIRES";ALBERTI;1.000;1.000;3.000;3.000
Girasol;2017/18;"BUENOS AIRES";ALBERTI;1.000;1.000;2.000;2.000
Girasol;1980/81;"BUENOS AIRES";ARRECIFES;4.000;4.000;4.400;1.100
Girasol;1981/82;"BUENOS AIRES";ARRECIFES;2.200;2.200;3.700;1.682
Girasol;1982/83;"BUENOS AIRES";ARRECIFES;2.000;2.000;2.600;1.300
Girasol;1983/84;"BUENOS AIRES";ARRECIFES;500;500;700;1.400
Girasol;1984/85;"BUENOS AIRES";ARRECIFES;1.200;1.200;1.800;1.500
Girasol;1985/86;"BUENOS AIRES";ARRECIFES;2.200;2.200;4.500;2.045
Girasol;1986/87;"BUENOS AIRES";ARRECIFES;2.000;2.000;3.000;1.500
Girasol;1987/88;"BUENOS AIRES";ARRECIFES;2.500;2.500;5.000;2.000
Girasol;1988/89;"BUENOS AIRES";ARRECIFES;3.000;3.000;5.500;1.833
Girasol;1989/90;"BUENOS AIRES";ARRECIFES;8.500;8.500;12.800;1.506
Girasol;1990/91;"BUENOS AIRES";ARRECIFES;6.500;6.500;14.300;2.200
Girasol;1991/92;"BUENOS AIRES";ARRECIFES;8.300;7.800;13.300;1.705
Girasol;1992/93;"BUENOS AIRES";ARRECIFES;1.400;1.200;1.800;1.500
Girasol;1993/94;"BUENOS AIRES";ARRECIFES;2.300;2.300;5.500;2.391
Girasol;1994/95;"BUENOS AIRES";ARRECIFES;4.500;4.500;11.000;2.444
Girasol;1995/96;"BUENOS AIRES";ARRECIFES;6.200;6.200;14.900;2.403
Girasol;1996/97;"BUENOS AIRES";ARRECIFES;7.000;7.000;13.300;1.900
Girasol;1997/98;"BUENOS AIRES";ARRECIFES;4.500;4.500;6.800;1.511
Girasol;1998/99;"BUENOS AIRES";ARRECIFES;6.000;6.000;12.600;2.100
Girasol;1999/00;"BUENOS AIRES";ARRECIFES;3.200;3.200;8.000;2.500
Girasol;2000/01;"BUENOS AIRES";ARRECIFES;1.100;900;1.530;1.700
Girasol;2001/02;"BUENOS AIRES";ARRECIFES;500;500;1.300;2.600
Girasol;2002/03;"BUENOS AIRES";ARRECIFES;600;600;1.020;1.700
Girasol;2003/04;"BUENOS AIRES";ARRECIFES;800;800;1.700;2.125
Girasol;2004/05;"BUENOS AIRES";ARRECIFES;950;950;2.185;2.300
Girasol;2005/06;"BUENOS AIRES";ARRECIFES;1.000;1.000;2.200;2.200
Girasol;2006/07;"BUENOS AIRES";ARRECIFES;1.250;1.250;2.875;2.300
Girasol;2007/08;"BUENOS AIRES";ARRECIFES;1.450;1.450;3.915;2.700
Girasol;2008/09;"BUENOS AIRES";ARRECIFES;1.400;1.400;2.800;2.000
Girasol;2009/10;"BUENOS AIRES";ARRECIFES;1.300;1.300;3.510;2.700
Girasol;2010/11;"BUENOS AIRES";ARRECIFES;1.100;1.100;2.970;2.700
Girasol;2011/12;"BUENOS AIRES";ARRECIFES;1.000;1.000;1.900;1.900
Girasol;2012/13;"BUENOS AIRES";ARRECIFES;700;700;1.820;2.600
Girasol;2013/14;"BUENOS AIRES";ARRECIFES;450;450;1.260;2.800
Girasol;2014/15;"BUENOS AIRES";ARRECIFES;300;300;810;2.700
Girasol;2015/16;"BUENOS AIRES";ARRECIFES;50;50;140;2.800
Girasol;2016/17;"BUENOS AIRES";ARRECIFES;600;600;1.800;3.000
Girasol;2017/18;"BUENOS AIRES";ARRECIFES;400;400;1.120;2.800
Girasol;1980/81;"BUENOS AIRES";AYACUCHO;8.000;8.000;7.200;900
Girasol;1981/82;"BUENOS AIRES";AYACUCHO;10.650;9.650;10.000;1.036
Girasol;1982/83;"BUENOS AIRES";AYACUCHO;15.000;13.500;14.850;1.100
Girasol;1983/84;"BUENOS AIRES";AYACUCHO;22.000;22.000;17.600;800
Girasol;1984/85;"BUENOS AIRES";AYACUCHO;22.000;22.000;32.000;1.455
Girasol;1985/86;"BUENOS AIRES";AYACUCHO;14.000;14.000;15.000;1.071
Girasol;1986/87;"BUENOS AIRES";AYACUCHO;3.000;3.000;3.000;1.000
Girasol;1987/88;"BUENOS AIRES";AYACUCHO;8.000;8.000;9.600;1.200
Girasol;1988/89;"BUENOS AIRES";AYACUCHO;7.000;7.000;7.700;1.100
Girasol;1989/90;"BUENOS AIRES";AYACUCHO;9.000;9.000;13.500;1.500
Girasol;1990/91;"BUENOS AIRES";AYACUCHO;2.500;2.000;2.200;1.100
Girasol;1991/92;"BUENOS AIRES";AYACUCHO;2.300;1.840;1.800;978
Girasol;1992/93;"BUENOS AIRES";AYACUCHO;1.000;900;1.000;1.111
Girasol;1993/94;"BUENOS AIRES";AYACUCHO;2.500;2.400;3.600;1.500
Girasol;1994/95;"BUENOS AIRES";AYACUCHO;3.000;2.800;5.000;1.786
Girasol;1995/96;"BUENOS AIRES";AYACUCHO;5.500;5.200;7.800;1.500
Girasol;1996/97;"BUENOS AIRES";AYACUCHO;6.000;5.400;9.200;1.704
Girasol;1997/98;"BUENOS AIRES";AYACUCHO;7.500;6.900;11.000;1.594
Girasol;1998/99;"BUENOS AIRES";AYACUCHO;7.000;6.700;9.400;1.403
Girasol;1999/00;"BUENOS AIRES";AYACUCHO;7.000;6.700;11.400;1.701
Girasol;2000/01;"BUENOS AIRES";AYACUCHO;5.000;4.850;7.200;1.485
Girasol;2001/02;"BUENOS AIRES";AYACUCHO;3.600;3.140;5.024;1.600
Girasol;2002/03;"BUENOS AIRES";AYACUCHO;3.700;3.550;5.500;1.549
Girasol;2003/04;"BUENOS AIRES";AYACUCHO;3.200;3.140;5.000;1.592
Girasol;2004/05;"BUENOS AIRES";AYACUCHO;3.500;3.350;6.030;1.800
Girasol;2005/06;"BUENOS AIRES";AYACUCHO;3.200;3.160;5.688;1.800
Girasol;2006/07;"BUENOS AIRES";AYACUCHO;3.400;3.200;4.800;1.500
Girasol;2007/08;"BUENOS AIRES";AYACUCHO;3.700;3.550;6.745;1.900
Girasol;2008/09;"BUENOS AIRES";AYACUCHO;3.400;3.200;4.480;1.400
Girasol;2009/10;"BUENOS AIRES";AYACUCHO;3.000;2.970;5.940;2.000
Girasol;2010/11;"BUENOS AIRES";AYACUCHO;3.800;3.750;9.375;2.500
Girasol;2011/12;"BUENOS AIRES";AYACUCHO;3.500;3.430;6.860;2.000
Girasol;2012/13;"BUENOS AIRES";AYACUCHO;10.700;10.550;28.490;2.700
Girasol;2013/14;"BUENOS AIRES";AYACUCHO;11.400;11.400;21.660;1.900
Girasol;2014/15;"BUENOS AIRES";AYACUCHO;34.500;34.500;86.250;2.500
Girasol;2015/16;"BUENOS AIRES";AYACUCHO;17.000;17.000;39.100;2.300
Girasol;2016/17;"BUENOS AIRES";AYACUCHO;15.000;15.000;31.500;2.100
Girasol;2017/18;"BUENOS AIRES";AYACUCHO;18.700;18.700;56.100;3.000
Girasol;1980/81;"BUENOS AIRES";AZUL;14.000;13.400;10.400;776
Girasol;1981/82;"BUENOS AIRES";AZUL;15.950;15.950;18.100;1.135
Girasol;1982/83;"BUENOS AIRES";AZUL;17.000;17.000;22.100;1.300
Girasol;1983/84;"BUENOS AIRES";AZUL;25.000;25.000;25.000;1.000
Girasol;1984/85;"BUENOS AIRES";AZUL;27.000;27.000;43.200;1.600
Girasol;1985/86;"BUENOS AIRES";AZUL;27.800;27.800;35.100;1.263
Girasol;1986/87;"BUENOS AIRES";AZUL;20.000;20.000;22.000;1.100
Girasol;1987/88;"BUENOS AIRES";AZUL;24.000;24.000;24.000;1.000
Girasol;1988/89;"BUENOS AIRES";AZUL;22.000;22.000;33.000;1.500
Girasol;1989/90;"BUENOS AIRES";AZUL;24.200;24.200;30.250;1.250
Girasol;1990/91;"BUENOS AIRES";AZUL;24.000;21.600;25.900;1.199
Girasol;1991/92;"BUENOS AIRES";AZUL;20.000;16.000;17.600;1.100
Girasol;1992/93;"BUENOS AIRES";AZUL;10.000;9.000;11.700;1.300
Girasol;1993/94;"BUENOS AIRES";AZUL;11.000;10.500;17.900;1.705
Girasol;1994/95;"BUENOS AIRES";AZUL;14.000;13.400;28.100;2.097
Girasol;1995/96;"BUENOS AIRES";AZUL;21.000;20.100;34.200;1.701
Girasol;1996/97;"BUENOS AIRES";AZUL;19.000;15.800;31.600;2.000
Girasol;1997/98;"BUENOS AIRES";AZUL;17.000;16.100;29.000;1.801
Girasol;1998/99;"BUENOS AIRES";AZUL;23.000;22.000;33.000;1.500
Girasol;1999/00;"BUENOS AIRES";AZUL;24.000;23.200;44.100;1.901
Girasol;2000/01;"BUENOS AIRES";AZUL;16.000;15.500;25.500;1.645
Girasol;2001/02;"BUENOS AIRES";AZUL;16.000;15.300;30.600;2.000
Girasol;2002/03;"BUENOS AIRES";AZUL;17.000;16.300;27.500;1.687
Girasol;2003/04;"BUENOS AIRES";AZUL;14.500;14.200;26.800;1.887
Girasol;2004/05;"BUENOS AIRES";AZUL;13.000;12.500;22.500;1.800
Girasol;2005/06;"BUENOS AIRES";AZUL;11.000;10.800;20.520;1.900
Girasol;2006/07;"BUENOS AIRES";AZUL;12.000;11.500;19.550;1.700
Girasol;2007/08;"BUENOS AIRES";AZUL;13.000;12.350;23.465;1.900
Girasol;2008/09;"BUENOS AIRES";AZUL;12.000;11.600;17.400;1.500
Girasol;2009/10;"BUENOS AIRES";AZUL;10.500;10.350;22.770;2.200
Girasol;2010/11;"BUENOS AIRES";AZUL;12.000;11.850;31.995;2.700
Girasol;2011/12;"BUENOS AIRES";AZUL;11.500;11.320;23.770;2.100
Girasol;2012/13;"BUENOS AIRES";AZUL;8.000;7.850;15.700;2.000
Girasol;2013/14;"BUENOS AIRES";AZUL;7.500;7.300;14.600;2.000
Girasol;2014/15;"BUENOS AIRES";AZUL;13.200;12.900;32.250;2.500
